Id station: 100, location: West demo station
45.496782  120.0
01/01/2021 -> 31/12/2022
T_max   T_min   P_tot   U_max   U_min   V_med   RG_CORR
   21.000    8.000    0.000   82.700   35.000    0.913   19.549
   24.400    7.800    0.000   88.700   24.200    0.785   22.885
   26.000    8.700    0.000   81.000   28.000    0.838   22.379
   25.100    9.600    0.000   80.800   27.200    1.406   23.373
   17.900    9.600    0.000   70.200   32.300    1.518   24.778
   19.400    8.900    0.000   53.000   25.300    1.114   24.949
   22.600    5.000    0.000   80.700   24.000    1.114   24.006
   17.100   10.000    0.000   79.500   46.200    1.421   13.015
   17.200    8.800    0.000   74.000   34.300    1.189   12.770
   17.600    8.800    0.000   93.200   53.800    1.085   12.446
   16.600   10.400    4.500   95.700   65.300    1.593    6.848
   17.600    9.600    0.600   95.700   48.500    1.309   14.650
   21.200    9.600    8.900   98.700   40.200    1.085   16.280
   19.500   11.700   11.300   98.000   58.800    0.688   11.067
   22.700    7.500    0.000   99.000   34.700    0.823   25.735
   22.600   12.600    0.000   67.700   36.000    1.279   24.520
   23.100   13.100    0.000   71.700   28.700    0.980   25.045
   23.100   11.500    0.000   69.800   26.800    0.673   18.762
   22.400   12.300    0.000   77.700   32.300    1.301   26.308
   23.100    9.700    0.000   95.200   34.300    0.987   24.745
   23.000   12.200    1.000   86.300   39.200    1.272   16.299
   22.200   13.400    0.600   88.300   41.500    0.703   13.283
   18.700   12.300   18.500   98.300   61.700    1.010    5.782
   15.400   12.300   12.200   99.000   82.200    0.658    4.370
   20.700   11.800    1.000   99.000   57.300    0.815   15.197
   22.300   13.700    0.400   96.200   50.500    0.920   16.126
   25.500   12.800    0.000   98.700   38.700    0.531   19.658
   27.300   14.100    0.000   91.800   35.500    0.800   26.209
   29.100   13.900    0.000   84.000   28.200    0.868   26.726
   29.100   16.600    0.000   77.800   37.300    1.309   26.825
   28.400   15.700    0.000   82.200   40.000    1.242   25.723
   29.300   18.200    0.200   73.000   34.200    0.972   26.310
   30.100   16.700    0.000   92.700   38.500    0.898   25.249
   30.700   18.300    0.000   64.700   33.000    1.189   26.593
   32.400   15.700    0.000   84.700   25.300    0.770   26.866
   29.300   18.200    0.000   76.500   41.300    1.593   26.708
   29.300   19.000    0.000   67.500   28.800    1.279   27.355
   31.600   15.700    0.000   69.800   30.300    1.114   26.887
   32.700   19.100    0.000   73.200   35.000    1.159   25.067
   30.600   18.400    0.000   76.300   41.200    0.935   19.671
   30.100   19.700    0.000   80.200   30.200    1.099   19.871
   28.800   16.500    6.600   97.000   38.700    1.174   18.712
   25.900   16.300    0.200   97.500   51.700    0.913   15.075
   30.700   15.800    0.000   95.700   39.500    1.010   25.137
   32.900   18.200    0.000   87.700   31.300    0.868   25.871
   32.300   16.700    0.000   92.500   32.700    1.758   24.645
   21.800   13.200    2.200   85.200   43.200    1.466   15.425
   23.200   12.100    0.000   89.300   41.700    1.159   22.335
   25.100   15.700    0.400   89.300   48.300    0.785   15.495
   29.100   16.000    0.000   89.300   37.000    0.785   21.694
   31.700   18.100    0.000   79.300   34.500    0.785   25.331
   26.600   18.800    1.600   90.500   57.200    1.032   10.136
   32.700   16.400    0.000   98.000   32.800    0.711   26.083
   31.500   18.600    1.900   90.800   45.200    1.197   20.652
   31.700   15.000    0.100   90.500   32.700    1.032   29.049
   28.900   17.400   13.000   87.300   39.800    1.099   22.250
   28.700   14.800    1.700   94.200   36.200    0.920   20.387
   28.600   15.400    0.000   97.800   20.700    2.177   29.656
   31.500   15.000    0.000   55.300   17.200    1.174   30.864
   32.100   15.000    0.000   73.300   25.300    0.965   30.192
   34.000   18.400    0.000   70.300   25.300    0.935   28.839
   34.900   21.600    0.000   70.300   24.800    1.032   28.449
   31.900   20.500    0.000   74.000   36.000    1.286   27.847
   32.900   22.200    0.000   60.300   33.200    1.114   24.315
   35.700   20.800    0.000   75.300   31.000    0.980   27.931
   35.400   21.800    0.000   76.800   32.800    1.070   26.682
   33.900   23.300    0.000   55.500   30.500    1.444   28.806
   34.600   22.500    0.000   59.800   24.700    1.204   28.653
   35.300   21.400    0.000   67.800   27.800    1.339   28.589
   33.800   23.300    0.000   67.200   37.700    1.369   23.175
   30.400   20.700    1.200   91.000   49.000    0.845   12.482
   31.100   19.400    0.200   96.000   44.800    1.070   19.914
   30.800   19.300    0.400   79.000   37.200    1.339   20.113
   31.500   16.500    0.000   86.700   33.800    1.219   29.017
   34.000   18.800    0.000   77.500   30.300    1.062   27.355
   35.100   21.600    0.000   73.700   28.700    1.144   27.463
   31.000   21.200    3.700   82.500   36.800    1.309   14.086
   33.700   21.000    0.000   72.800   30.300    1.473   29.316
   33.400   20.400    0.000   80.700   32.000    1.129   28.100
   33.600   22.200    0.000   65.000   28.700    1.294   26.965
   35.200   20.800    0.000   71.800   22.500    1.025   29.339
   37.500   21.600    0.000   70.800   25.300    0.883   28.458
   35.300   22.000    0.300   74.700   31.200    1.683   20.655
   35.900   19.100    2.100   96.200   26.700    1.316   29.455
   33.600   22.900    0.000   63.200   32.200    1.503   28.787
   34.000   22.700    0.000   69.000   15.000    2.289   28.565
   32.600   19.400    0.000   76.800   24.300    1.331   29.788
   32.000   19.600    0.000   57.300   29.000    1.436   28.826
   33.500   19.400    0.000   57.500   24.000    1.436   29.591
   32.500   21.300    0.000   56.000   33.200    1.481   28.900
   32.700   22.500    0.000   55.800   35.500    1.571   27.198
   33.500   22.200    0.000   67.700   32.500    1.391   28.193
   35.900   21.400    0.000   72.200   25.700    0.905   22.343
   37.800   22.700    0.000   57.700   20.500    1.309   28.507
   35.700   23.800    0.000   64.200   32.200    1.234   28.145
   34.900   25.300    0.000   65.200   32.300    1.488   25.888
   34.900   25.100    0.000   56.500   30.200    1.459   27.680
   35.800   23.800    0.000   56.800   25.200    1.159   27.132
   37.100   23.900    0.000   52.800   20.500    1.070   27.037
   37.500   25.000    0.500   53.200   22.200    1.174   27.134
   38.500   23.300    0.000   60.200   20.200    0.942   26.513
   36.200   24.300    0.000   62.800   35.300    1.286   22.353
   36.600   25.900    0.000   73.700   36.200    0.972   22.129
   38.400   24.000    2.400   77.500   28.300    1.219   23.919
   35.800   22.100    1.400   80.800   31.300    1.526   26.429
   32.500   21.000    0.200   78.200   34.800    1.279   27.514
   33.100   21.100    1.800   83.300   34.000    1.675   24.829
   33.300   19.400   22.000   98.000   37.800    0.942   18.697
   34.000   18.600    0.100   98.800   17.300    1.414   27.715
   34.600   18.600    0.000   61.800   23.200    0.913   27.548
   36.600   19.600    0.000   78.200   17.500    0.965   27.265
   32.900   21.700    0.000   62.200   32.200    1.286   26.601
   35.200   21.100    0.000   71.800   28.500    0.883   26.511
   36.500   23.300    0.000   64.800   24.800    0.898   25.952
   37.900   23.800    0.000   65.800   22.300    1.010   24.802
   37.000   23.200    0.200   84.700   26.800    1.309   24.447
   31.000   23.200    0.000   69.700   38.800    1.645   23.742
   33.400   19.800    0.000   76.300   34.300    0.965   24.125
   32.900   22.800    0.000   73.200   34.700    1.189   24.392
   33.100   23.600    0.000   66.700   26.200    1.399   24.954
   32.500   23.500    0.000   56.700   27.800    1.286   24.263
   30.500   18.300    3.000   86.000   31.200    1.960   23.302
   30.700   16.300    0.000   93.500   28.200    0.980   25.712
   31.700   17.200    0.000   75.300   28.000    0.853   20.280
   32.300   18.100    0.200   86.500   35.200    1.047   21.828
   32.500   19.200    0.200   86.500   37.200    1.122   23.395
   30.800   20.700    1.200   86.000   49.300    1.159   12.848
   23.200   19.100   17.300   96.700   72.800    1.114    5.324
   29.200   19.100    0.800   94.200   37.800    0.913   17.389
   34.000   18.000    0.000   98.300   27.200    1.077   24.690
   33.200   18.300    0.000   79.200   26.500    0.845   24.516
   33.000   19.900    0.000   71.300   28.800    0.927   24.586
   32.200   18.900    0.000   75.500   29.300    1.017   24.363
   31.600   21.100    0.000   67.000   35.000    1.099   22.950
   33.500   20.000    0.000   76.000   28.000    0.883   23.392
   33.100   21.000    0.000   71.000   35.700    1.032   18.798
   29.900   21.900    0.000   76.200   38.700    1.294   21.651
   32.300   19.000    0.000   88.500   36.200    0.935   21.508
   33.200   20.500    0.000   80.700   34.500    0.883   20.174
   30.000   20.100    5.400   89.300   49.200    0.995   10.963
   28.500   19.400    0.000   92.300   51.500    1.010   17.153
   28.600   20.500    0.000   86.500   44.000    1.257   14.687
   28.400   20.200    0.000   76.000   39.700    1.234   20.406
   27.500   20.100    0.000   78.000   43.200    1.189   13.618
   29.400   17.400    0.000   89.700   43.800    0.651   16.653
   31.500   19.100    0.000   84.700   38.700    0.740   17.605
   32.300   19.500    1.400   88.500   36.800    0.883   19.266
   28.900   21.100    0.100   91.200   52.800    1.099   12.873
   31.000   20.500    1.100   93.000   33.500    1.204   17.132
   29.200   20.400    0.000   89.200   37.300    1.197   18.354
   29.100   15.500    0.000   83.700   31.500    0.980   20.858
   29.400   15.800    0.000   88.500   29.300    0.875   20.883
   29.600   16.600    0.000   78.300   33.000    0.927   19.984
   30.900   16.200    0.000   87.000   33.800    0.823   17.562
   28.800   21.100    0.000   77.500   50.300    0.905    8.571
   31.600   18.800    0.000   87.700   33.200    0.987   19.390
   31.500   18.600    0.000   85.800   29.300    0.927   17.501
   22.500   16.600    0.000   83.800   21.800    2.177   20.332
   25.200   11.600    0.000   63.000   15.700    1.675   20.219
   27.100   12.800    0.000   74.200    9.700    1.533   20.101
   24.400   11.000    0.000   60.300   30.700    0.950   19.028
   22.100   14.100    0.000   70.200   36.800    1.339   13.065
   22.700   11.500    0.000   64.000   30.200    0.972   17.375
   22.700   12.500    0.000   71.700   34.300    0.830   14.981
   17.200   14.400    5.000   96.000   53.000    0.875    3.010
   21.000   12.900    0.200   96.300   59.200    0.673    7.588
   23.600   10.500    4.100   98.700   43.000    0.755   16.366
   24.500   12.900    0.200   97.700   34.800    0.770   15.278
   19.500   10.800    5.700   94.700   58.800    1.062    6.147
   20.500   12.400   30.100   99.000   65.800    0.808    8.658
   16.600   13.400    0.700   98.000   81.500    1.025    3.280
   21.300   12.300    0.100   98.300   52.300    0.935   14.449
   25.400   11.300    0.000   97.000   48.000    0.883   16.263
   25.600   13.000    0.000   97.700   42.500    0.785   13.998
   23.500   14.700    0.000   95.700   58.000    0.748   12.149
   24.200   14.700    0.000   97.000   47.200    0.501   10.480
   25.000   12.800    0.000   98.300   48.800    0.539   11.343
   26.000   13.000    0.000   98.500   38.300    0.509   13.956
   25.500   12.100    0.000   97.000   44.300    0.524   12.588
   18.800   16.300    5.700   96.300   79.200    1.219    2.190
   20.000   13.500    0.800   95.700   59.300    0.621    3.862
   23.200   11.500    0.100   99.000   53.300    0.553   12.702
   23.400   12.200    0.000   99.000   47.700    0.471   11.073
   22.600   12.400    0.000   98.700   52.700    0.374    9.136
   21.800   11.800    0.100   99.000   59.500    0.404    8.822
   22.900   13.700    0.000   99.000   50.000    0.509    8.871
   24.300   15.200    0.000   94.300   51.200    0.494    7.550
   24.200   13.500    0.000   99.000   52.200    0.479   10.945
   24.800   12.800    0.000   99.000   52.200    0.501   11.933
   25.500   12.400    0.000   99.000   49.700    0.404   11.821
   22.500   13.400    0.000   98.800   58.200    0.598    7.313
   18.800   15.800    0.000   96.700   79.000    1.354    1.415
   23.600   17.300    0.000   90.300   62.000    0.898    6.484
   20.700   16.400    0.100   90.000   69.800    0.770    3.996
   24.100   16.200    0.000   92.700   62.200    1.107    5.736
   23.200   16.600    0.000   90.500   61.800    0.651    6.082
   24.300   14.300    0.000   97.800   56.200    0.636    9.359
   24.000   13.600    0.000   99.000   55.500    0.456    9.622
   23.600   11.900    0.000   99.000   51.200    0.396    8.840
   25.100   11.000    0.100   99.300   45.700    0.411   10.448
   23.800   10.700    0.000   99.200   51.300    0.344    8.521
   24.100   10.800    0.100   99.300   47.200    0.374    9.034
   18.900   11.100    5.100   99.000   67.200    0.539    2.087
   17.400   10.100    0.200   99.300   78.800    0.598    5.262
   17.000   13.400   22.500   99.000   81.700    0.823    3.329
   17.800    8.900   14.000   99.000   50.200    1.578   10.440
   19.300    5.300    0.000   99.000   44.800    0.696   10.119
   16.400    4.300    0.100   99.000   43.000    0.374    7.312
   17.800    3.700    0.100   99.200   43.700    0.494    9.357
   17.500    9.300    0.000   88.500   52.200    0.553    5.557
   12.600   11.700    7.100   99.000   85.200    0.411    0.740
   15.600   10.000    5.200   99.000   83.200    0.501    3.428
   18.300    7.500    0.000   99.700   67.000    0.449    8.414
   15.200    8.500    0.200   99.000   70.300    0.449    4.726
   16.900    7.600    0.400   99.000   53.000    0.703    8.194
   12.900    6.500    2.800   99.000   75.200    0.583    2.942
    9.400    5.200    7.400   99.000   99.000    0.359    1.147
   12.500    7.500    4.100   99.000   84.200    0.598    2.265
   13.000    6.800    0.000   99.200   79.200    0.486    2.874
   16.800    6.900    0.000   99.000   54.200    1.085    7.566
   14.900    4.900    0.000   97.200   59.200    0.636    5.268
   14.400    1.300    0.000   99.000   47.300    0.434    7.894
   13.500    1.100    0.600   99.300   40.700    0.868    6.681
   10.600    3.600   25.200   99.000   83.500    1.212    2.025
   13.700    0.500    0.300   99.500   53.300    0.479    7.935
   15.900    1.300    0.100   99.000   40.300    0.553    7.983
   13.700    4.400    0.000   99.000   60.000    0.643    6.798
   15.200    1.000    0.100   99.200   54.800    0.494    6.906
   13.000    0.800    0.000   99.000   49.800    0.494    7.130
    9.000    4.400    0.000   99.000   68.200    0.411    2.152
    8.300    3.100    0.400   99.000   69.300    0.434    2.461
    6.200    0.800    0.000   99.000   90.200    0.471    1.302
    8.600   -1.700    0.200   99.700   73.200    0.561    6.453
    8.200    3.800    0.000   99.000   77.800    0.568    3.365
    7.700    5.800   17.900   99.000   90.300    0.696    0.644
    9.100    6.900   30.000   99.000   99.000    0.711    1.143
    9.400    4.500    3.000   99.000   99.000    0.935    0.757
    9.100    0.400    0.200  100.000   75.000    0.479    6.672
    6.000   -1.500    0.400   99.000   92.200    0.576    5.710
    8.900    2.600    0.000   99.000   73.500    0.501    4.258
    5.300    3.700   12.700   99.000   96.000    0.905    1.086
    6.700    2.300    0.000   99.000   87.700    0.935    2.074
    7.100    0.500    0.100   99.800   67.800    0.770    5.416
    5.600   -0.700    0.000   99.000   66.000    0.703    5.790
    3.000   -0.500    0.000   99.000   88.200    0.800    1.116
    5.300   -0.100    0.000   98.300   67.700    0.606    2.393
    3.900   -0.900   21.500   99.000   79.000    0.696    0.640
    5.100    1.900    0.900   99.000   95.000    0.703    1.283
    7.000    3.200    0.100   99.000   91.000    0.905    3.606
    9.100    3.400    0.000   99.000   77.000    0.703    4.853
    7.200    4.200    0.000   99.000   77.000    0.613    2.573
    7.500    5.100    0.000   94.300   71.500    0.658    1.469
    9.100    4.800    1.500   99.000   68.300    0.651    1.950
   10.100    5.700    0.000   99.000   72.700    0.673    2.821
   11.300    5.900    0.000   99.000   75.300    0.748    3.007
    9.500    7.100    0.000   99.000   88.000    0.598    1.166
   10.900    8.200    0.000   99.000   81.300    0.494    1.559
   10.800    9.000    0.000   99.000   87.500    0.688    0.667
   13.600    4.600    0.200  100.000   69.200    0.778    5.851
   10.800    5.400    0.000   99.200   86.800    0.598    2.715
   10.200    7.400    1.000   99.000   88.800    0.539    1.761
    8.900    7.500    2.300   99.000   95.700    0.561    0.594
   10.100    6.800    0.000   99.000   81.000    0.598    1.316
