Id station: 137, location: East demo station
45.444092  102.0
01/01/2021 -> 31/12/2022
T_max   T_min   P_tot   U_max   U_min   V_med   RG_CORR
   25.100    5.200    0.000   92.500   24.000    1.189   23.884
   26.600    6.700    0.000   86.000   27.500    1.331   22.798
   25.400    7.000    0.000   86.300   30.200    2.229   23.038
   18.700    6.800    0.000   83.500   30.700    1.907   24.414
   20.200    3.600    0.000   73.700   25.000    1.459   25.249
   23.000    2.800    0.000   83.500   23.300    1.496   24.342
   18.200    9.300    0.000   80.700   42.800    2.169   14.319
   17.300    6.400    0.000   81.000   33.800    1.795   11.126
   17.400    8.400    0.600   93.000   55.800    1.631   11.980
   17.900    9.500    3.600   91.200   63.300    2.977    8.168
   18.600    8.800    0.800   90.800   43.800    2.005   16.025
   21.900    7.100    1.400   91.500   41.200    1.885   18.362
   20.200    9.600    3.000   93.000   57.700    1.548   13.419
   23.400    6.400    0.000   95.000   32.300    1.429   25.869
   23.400    9.900    0.000   83.300   33.000    1.818   25.647
   23.600   11.700    0.000   81.500   26.200    1.548   25.249
   23.800    9.900    0.000   80.700   24.200    1.182   18.448
   22.900   12.700    2.000   85.000   31.200    1.788   22.645
   23.600    9.800    0.000   88.300   33.500    1.578   25.074
   24.500   12.000    0.200   84.000   33.000    1.810   17.654
   25.900   13.000    0.000   91.000   31.000    1.331   16.807
   19.200   13.200   19.600   94.000   60.000    1.578    6.396
   15.600   12.700   12.600   94.000   83.800    0.905    4.471
   20.700   12.700    0.000   94.000   59.200    0.696   14.368
   22.700   12.700    0.000   94.000   50.500    1.062   15.863
   26.400   13.500    0.000   89.800   38.800    1.197   23.437
   28.400   14.000    0.000   87.700   30.700    1.055   26.883
   29.900   13.700    0.000   88.200   29.200    1.451   26.221
   30.100   14.100    0.000   84.700   34.800    1.967   26.465
   29.200   15.500    0.000   80.500   36.700    1.795   25.545
   30.500   16.900    0.000   80.000   32.300    1.279   24.938
   31.300   16.500    0.000   88.800   35.700    1.219   25.178
   31.300   15.400    0.000   80.500   30.800    1.645   27.115
   33.000   13.700    0.000   87.000   23.500    0.950   27.369
   29.800   15.700    0.000   84.000   38.800    2.304   26.798
   29.900   17.900    0.000   74.700   28.300    1.788   27.162
   32.500   15.000    0.000   72.500   30.200    1.503   27.065
   33.700   18.200    0.000   74.500   33.700    1.930   25.794
   30.900   17.600    0.000   81.800   40.500    1.556   20.507
   31.500   17.400    0.000   75.200   31.300    1.466   21.265
   31.900   16.400    0.400   84.300   28.200    1.952   21.768
   27.400   18.000    0.200   86.500   44.300    1.316   17.877
   31.200   15.000    0.000   88.500   39.500    1.466   23.337
   33.700   17.900    0.000   87.700   32.300    1.272   25.561
   32.700   16.800    0.800   88.200   36.500    2.708   24.182
   21.600   10.900    1.000   88.200   40.700    1.982   15.033
   23.400   10.900    0.000   88.300   40.800    1.444   20.392
   27.300   17.300    0.000   80.300   41.200    1.107   17.726
   31.100   15.800    0.000   82.800   33.500    1.324   23.897
   33.000   17.800    0.000   82.300   33.700    1.062   25.807
   27.500   18.300    1.800   90.000   55.000    1.444    9.049
   33.100   16.200    0.000   93.000   35.500    1.197   26.795
   33.200   17.800    0.600   87.800   39.000    1.847   20.771
   32.400   14.100    0.000   86.200   37.000    1.294   28.602
   29.200   16.000    1.400   85.500   37.300    1.660   22.332
   29.400   13.100    8.200   90.700   36.000    1.331   21.582
   29.200   14.800    5.800   93.000   34.800    1.346   28.033
   32.300   11.900    0.000   86.700   16.700    1.137   30.979
   32.200   13.900    0.000   84.800   27.200    1.331   30.179
   34.400   16.900    0.000   83.000   24.800    1.384   29.035
   35.300   19.800    0.000   83.500   27.500    1.354   28.304
   32.300   18.600    0.000   85.700   37.500    1.675   27.572
   34.200   20.000    0.000   75.800   33.000    1.414   24.831
   36.400   19.000    0.000   85.700   32.500    1.167   27.823
   36.300   20.600    0.000   83.000   31.700    1.189   26.674
   34.000   19.500    0.000   74.000   30.500    1.810   28.592
   34.900   19.000    0.000   80.500   28.200    1.556   28.782
   35.900   19.300    0.000   82.500   28.500    1.743   28.616
   35.400   19.900    0.000   82.200   32.700    1.705   24.160
   30.800   19.900    0.800   89.000   49.000    1.182   12.015
   31.800   18.300    0.000   90.800   44.000    1.384   19.882
   31.900   17.600    5.800   90.000   37.200    1.578   21.744
   32.500   16.000    0.000   90.000   36.700    1.212   28.710
   34.300   17.900    0.000   84.800   32.700    1.384   27.758
   35.300   20.500    0.000   80.300   31.300    1.324   27.175
   31.400   20.400    4.800   84.000   38.800    1.773   13.395
   34.300   19.200    0.000   83.300   30.700    1.645   28.917
   34.200   19.600    0.000   85.500   35.000    1.219   27.369
   34.500   21.000    0.000   79.000   27.700    1.421   27.579
   35.900   18.500    0.000   85.200   27.800    1.017   29.387
   38.000   20.000    0.000   80.200   26.300    1.242   28.525
   36.400   19.200    0.200   85.500   31.300    1.818   21.436
   36.500   18.500    1.000   88.000   27.200    1.429   29.164
   33.900   20.900    0.000   76.500   33.500    1.526   27.996
   34.500   21.000    0.000   79.000   19.200    2.266   28.213
   33.200   16.200    0.000   87.000   24.700    1.459   29.960
   31.900   16.800    0.000   75.800   31.200    1.832   28.439
   34.000   16.400    0.000   78.300   24.000    1.915   29.600
   32.800   18.200    0.000   78.200   32.800    1.720   28.433
   32.800   20.200    0.000   69.700   38.000    1.750   27.128
   34.200   19.600    0.000   81.500   31.500    1.459   28.225
   36.100   19.000    0.000   85.200   30.700    1.070   23.770
   38.500   20.600    0.000   74.300   22.200    1.601   28.451
   36.000   21.300    0.000   81.300   32.200    1.152   27.916
   35.100   22.900    0.000   74.700   35.300    1.765   26.563
   34.900   22.300    0.000   74.800   33.000    1.758   27.484
   36.000   20.300    0.000   78.500   25.200    1.459   27.399
   38.200   20.700    0.000   73.800   19.700    1.451   27.182
   38.300   21.500    0.000   73.800   22.300    1.361   27.005
   39.300   20.800    0.000   81.700   21.800    0.972   26.441
   37.600   22.200    0.000   72.700   31.000    1.638   23.212
   37.000   24.200    0.000   80.000   35.000    1.099   23.752
   39.200   22.500    1.200   79.800   28.700    1.586   24.894
   36.500   20.700    4.200   85.800   34.300    1.713   26.512
   32.300   20.000    4.800   85.700   39.700    1.765   27.023
   33.500   20.600    9.800   91.000   35.800    1.990   25.178
   33.400   19.600    4.400   90.000   40.700    1.279   19.186
   33.800   18.400    0.000   92.000   32.300    1.316   27.435
   35.400   18.800    0.000   77.300   21.800    1.272   27.531
   37.400   19.100    0.000   81.700   18.700    1.249   27.081
   33.400   21.500    0.000   71.300   32.300    1.556   25.924
   35.500   20.700    0.000   78.800   27.500    1.316   26.442
   37.400   22.800    0.000   72.800   27.200    1.264   25.831
   38.800   22.900    0.000   73.300   21.700    1.406   24.942
   37.700   24.300    0.200   75.000   28.700    1.623   22.944
   31.300   21.900    0.000   77.800   38.800    2.005   21.219
   33.900   20.400    0.000   78.200   34.200    1.286   23.954
   33.700   21.800    0.000   81.200   35.000    1.518   24.864
   33.600   21.300    0.000   78.500   25.500    1.877   24.640
   33.100   22.100    0.000   67.300   26.700    1.780   24.223
   31.100   19.400    4.600   77.700   31.500    2.805   21.680
   31.300   17.300    0.000   86.000   25.800    1.369   25.974
   32.800   17.400    0.000   77.000   25.200    1.384   21.072
   34.000   17.400    1.400   87.500   33.700    1.496   22.784
   33.200   18.300    0.000   90.000   37.300    1.279   23.321
   31.500   19.800    0.600   88.700   48.500    1.533   12.948
   24.300   19.900   18.000   89.000   70.500    1.780    6.356
   29.400   18.800   18.400   90.000   48.200    1.182   15.379
   34.300   18.000    0.000   91.300   30.000    1.174   24.912
   34.100   18.500    0.000   83.700   24.700    1.189   24.520
   33.600   18.900    0.000   79.000   27.700    1.354   24.259
   33.200   18.200    0.000   82.200   29.300    1.354   24.310
   32.500   18.700    0.000   77.000   35.000    1.533   23.459
   34.500   18.900    0.000   80.800   28.200    1.249   23.440
   34.100   20.200    0.000   76.200   35.500    1.391   18.888
   29.100   19.800    0.000   82.700   45.000    1.803   17.726
   33.700   18.700    0.000   86.700   34.800    1.182   21.405
   34.100   19.300    0.000   87.300   34.300    1.249   21.612
   31.130   20.490    3.650   89.350   48.330    1.272   12.442
   29.100   19.200    0.000   95.000   50.500    1.107   17.206
   28.900   19.600    4.800   93.300   44.200    1.645   17.726
   28.700   19.300    0.000   81.200   40.500    1.444   19.306
   28.300   18.900    0.200   84.800   42.700    1.623   14.774
   30.900   16.600    0.000   89.800   41.300    0.980   19.175
   31.900   18.200    0.000   87.000   39.000    1.107   18.346
   33.100   19.500    9.200   93.000   35.700    1.137   19.758
   30.600   20.700    0.000   94.000   49.500    1.376   12.379
   30.900   21.200    0.000   88.800   39.200    1.705   17.152
   29.600   19.600    0.000   88.700   37.500    1.750   17.954
   30.100   14.100    0.000   88.800   31.800    1.077   20.426
   30.100   15.100    0.000   90.000   29.800    0.980   20.878
   30.500   15.200    0.000   84.000   31.500    1.174   20.134
   30.800   15.300    0.000   89.500   36.700    0.980   17.498
   29.700   20.700    0.000   78.800   49.000    1.092    9.228
   31.900   17.700    0.000   89.200   32.700    1.309   18.911
   31.900   17.400    0.000   85.800   30.000    1.316   17.940
   22.500   11.200    0.000   81.700   36.200    2.162   18.103
   25.900    7.400    0.000   74.500   16.300    1.967   20.516
   29.000   10.300    0.000   83.200   11.300    1.346   20.103
   25.600    8.100    0.000   79.300   30.500    1.496   19.256
   22.700   11.800    0.000   77.200   33.200    1.960   13.441
   22.800   10.300    0.000   76.800   30.700    1.391   17.918
   24.000   10.100    0.000   82.000   31.500    1.032   15.891
   17.100   14.400    1.600   91.300   57.800    1.197    3.190
   20.900   12.000    0.200   94.000   61.000    0.950    7.222
   24.600    8.500    7.600   96.000   43.500    0.980   17.196
   24.600   11.500    3.800   99.000   39.300    1.182   15.887
   20.300   10.900    0.400   91.300   57.800    1.645    8.235
   20.500   11.000    3.000   97.700   67.000    1.668   10.729
   17.600   13.600    1.800   97.000   79.200    1.511    4.037
   22.100   11.800    0.200   98.000   51.800    1.900   13.994
   26.100   10.900    0.000   96.300   47.700    1.272   16.240
   26.600   11.200    0.000   97.000   43.800    0.995   15.788
   23.600   13.700    0.000   94.700   57.700    0.950   10.313
   25.000   13.700    0.000   96.500   47.500    0.845   11.198
   25.900   11.500    0.000   97.000   50.000    1.032   12.876
   26.900   12.000    0.000   97.000   38.500    1.025   14.505
   25.800   10.900    0.000   95.700   43.000    0.763   12.976
   21.200   16.600    1.400   92.000   74.700    1.488    3.913
   21.300   13.400    0.000   94.000   59.200    1.010    5.056
   24.100   12.600    0.000   98.000   48.200    1.010   12.210
   24.000   11.100    0.000   95.300   46.000    0.980   11.376
   23.100   10.800    0.000   96.300   52.200    0.868    9.589
   22.700    9.900    0.000   98.000   56.000    0.666    9.095
   23.900   13.500    0.000   96.200   49.200    0.808    8.569
   25.200   13.700    0.000   93.300   48.800    1.032   10.035
   25.300   12.400    0.000   97.000   52.300    0.800   10.377
   25.700   11.500    0.200   98.000   48.000    0.987   11.675
   26.400   10.600    0.000   97.500   48.700    0.770   11.648
   23.300   11.800    0.000   95.000   53.000    0.957    7.867
   19.200   15.500    0.000   92.500   77.300    2.304    1.447
   24.300   17.100    0.000   89.000   60.000    1.324    6.417
   22.600   16.200    0.000   88.200   63.200    1.242    5.562
   24.900   15.300    0.000   93.000   57.700    1.601    6.333
   23.800   16.500    0.000   91.700   58.000    0.883    6.849
   25.000   13.300    0.000   94.200   54.700    1.017    8.727
   24.700   12.400    0.000   96.000   53.700    0.905    9.342
   24.000   10.100    0.000   97.000   53.300    0.823    9.088
   25.700    9.100    0.200   98.000   43.200    0.748   10.288
   25.000    8.700    0.000   98.000   49.000    0.785    9.211
   25.200    8.800    0.200   98.700   41.000    0.696    9.311
   19.800    9.800    4.200   99.000   70.000    0.957    2.536
   17.300   12.300    0.200   99.300   84.200    0.793    4.646
   17.100   14.200   17.600   99.000   86.300    1.182    3.252
   18.700    8.900    8.800   99.000   47.300    2.461    9.982
   19.400    4.700    0.000   98.000   41.700    1.122   10.109
   16.900    3.400    0.000   96.500   45.200    0.800    8.194
   17.400    2.900    0.000   99.000   45.200    0.785    9.078
   17.900    9.300    0.000   91.800   49.800    0.838    5.952
   13.500   11.900    5.400   99.000   88.000    0.658    1.274
   15.900    8.000    2.800   99.000   85.800    0.830    4.260
   16.300    6.700    0.000   99.800   84.800    0.726    6.744
   14.500    7.400    0.000   99.000   85.500    0.830    4.417
   16.600    6.300    0.000   99.000   58.300    1.025    7.713
   13.700    5.400    0.000   99.000   79.800    1.040    3.605
    9.600    4.700    0.000   99.000   98.000    0.853    1.223
   12.500    6.900    0.000   99.000   89.200    1.129    2.453
   13.400    5.800    0.000   99.000   87.500    0.703    3.577
   16.700    6.100    0.000   99.000   69.800    1.870    7.073
   14.300    3.200    0.000   99.000   69.200    1.099    4.542
   13.900    1.100    0.000   99.800   59.300    0.740    7.704
   13.400   -0.300    2.000   99.300   53.800    1.384    6.794
   10.100    3.200   27.800   99.000   92.200    1.705    1.477
   12.400    1.700    0.000  100.000   70.800    0.853    7.485
   14.400    0.400    0.000   99.000   52.000    1.047    7.771
   12.500    3.600    0.000   99.000   70.800    1.025    5.827
   14.400    1.300    0.000   99.800   71.700    1.047    6.782
   12.300   -0.100    0.000   99.000   59.800    0.898    6.779
    8.500    3.100    0.000   99.000   77.300    0.808    1.974
    8.400    3.100    0.000   99.000   81.200    0.666    2.378
    7.500   -0.500    0.000   99.500   91.200    0.935    2.236
    4.800   -0.500    0.000   99.300   99.000    0.808    4.521
    8.700    3.200    0.000   99.500   88.300    0.935    2.871
    7.700    5.500   11.600   99.000   99.000    0.920    0.687
    8.900    7.200   26.600   99.200   99.000    1.182    1.495
    9.600    3.900    2.400   99.000   99.000    1.399    1.192
    4.900   -0.900    0.000  100.000   99.000    0.860    6.069
    3.500   -2.100    0.000   99.700   99.000    0.927    4.292
    7.400    3.100    0.000  100.000   99.000    0.838    3.997
    5.400    4.500   12.400  100.000   99.000    1.361    0.856
    6.800    3.900    0.000   99.500   96.700    1.705    1.909
    6.900    0.300    0.000  100.000   90.300    1.234    4.468
    5.600   -1.100    0.000  100.000   83.200    0.927    5.292
    2.600   -0.300    0.000   99.200   97.300    1.047    1.131
    5.800   -0.600    0.000   99.000   80.200    0.942    2.718
    4.200   -1.400   20.400   99.000   97.000    1.189    0.651
    4.900    2.100    0.000   99.200   99.000    1.488    1.437
    6.600    2.300    0.000   99.300   99.000    1.496    3.393
    6.800    3.700    0.000  100.000   99.000    0.995    3.343
    6.900    3.800    0.000   99.000   95.500    0.898    1.881
    6.500    4.900    0.000   99.000   91.500    1.070    1.282
    6.900    5.100    0.600   99.000   99.000    0.920    1.070
    9.800    4.600    0.000   99.000   90.700    0.942    2.733
   10.500    5.800    0.000   99.000   91.300    1.062    3.159
    9.700    7.500    0.000   99.000   98.200    0.808    1.387
   10.800    8.300    0.000   99.000   91.800    0.868    1.420
   10.300    9.000    0.000   99.000   99.000    0.980    0.739
    9.200    4.800    0.000   99.700   99.000    1.167    5.215
    9.800    4.800    0.000   99.200   99.000    0.770    2.132
    9.200    7.200    0.800   99.000   98.200    0.718    1.248
    8.800    7.600    0.800   99.200   99.000    0.673    0.490
   10.000    7.200    0.000   99.000   94.800    1.055    1.739
